date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,age,sex,plumage,remark,location,migtype,counttype,year,yday
2016-09-12,07:04:51,1076147,1047,MonPalHen,1102,1,0,0,,FC,,,W3,,,2016,256
2016-09-11,07:04:52,1075658,1047,BlaKite,88,1,0,0,,,,,O,,,2016,255
2016-09-12,07:04:53,1076159,1048,MediumRaptor,1150,2,0,0,,,,,E3,,,2016,256
2016-09-11,07:05:00,1075658,1047,BK_NONJUV,-93,1,0,0,,,,,O,,,2016,255
2016-09-08,07:05:04,1074461,1047,Mar,95,1,0,0,Non-Juv,M,,,E1,,,2016,252
2016-09-10,07:05:05,1075732,1047,Mon,98,1,0,0,J,,,,E1,,,2016,254
2016-09-07,07:05:16,1073977,1048,Mar,95,3,0,0,Non-Juv,M,,,E2,,,2016,251
2016-09-08,07:05:16,1074302,1048,HB,86,4,0,0,,,,,E2,,S,2016,252
2016-09-16,07:05:21,1079656,1048,Mar,95,1,0,0,Non-Juv,F,,,E1,,,2016,260
2016-09-08,07:05:23,1074302,1048,HB,86,1,0,0,,,,,W2,,S,2016,252
2016-09-07,07:05:25,1073977,1048,Mar,95,2,0,0,,FC,,,E2,,,2016,251
2016-09-11,07:05:25,1075658,1047,MonPalHen,1102,1,0,0,,,,,E2,,,2016,255
2016-09-03,07:05:27,1072025,1047,Mon,98,1,0,0,J,,,,W1,,,2016,247
2016-09-16,07:05:29,1079656,1048,Mar,95,1,0,0,Non-Juv,M,,,E1,,,2016,260
2016-09-09,07:05:37,1074757,1047,Mar,95,6,0,0,,,,,E2,,,2016,253
2016-09-14,07:05:41,1080238,1048,MonPalHen,1102,1,0,0,,,,,E2,,,2016,258
2016-09-03,07:05:43,1072025,1047,Mar,95,3,0,0,Non-Juv,M,,,E2,,,2016,247
2016-09-09,07:05:46,1074757,1047,MonPalHen,1102,3,0,0,,,,,E2,,,2016,253
2016-09-11,07:05:49,1075658,1047,Mon,98,3,0,0,A,M,,,O,,,2016,255
2016-09-09,07:05:53,1074757,1047,MonPalHen,1102,1,0,0,,,,,E3,,,2016,253
2016-09-20,07:05:57,1080076,1047,Mar,95,9,0,0,Non-Juv,M,,,E1,,,2016,264
2016-09-11,07:05:58,1075658,1047,Mon,98,1,0,0,Non-Juv,M,,,O,,,2016,255
2016-09-25,07:06:05,1082579,1048,BlaStork,31,20,0,0,,,,,W2,,,2016,269
2016-09-08,07:06:08,1074461,1047,Mon,98,1,0,0,J,,,,W1,,,2016,252
2016-09-20,07:06:08,1080076,1047,Mar,95,8,0,0,Non-Juv,F,,,E1,,,2016,264
2016-08-25,07:06:14,1068812,1047,MonPalHen,1102,1,0,0,,,,,E2,,,2016,238
2016-09-20,07:06:19,1080076,1047,Mar,95,2,0,0,J,,,,E1,,,2016,264
2016-09-08,07:06:23,1074461,1047,Mar,95,1,0,0,Non-Juv,M,,,E1,,,2016,252
2016-09-12,07:06:23,1076147,1047,Mar,95,2,0,0,J,,,,W2,,,2016,256
2016-08-23,07:06:28,1067960,1047,Mon,98,4,0,0,Non-Juv,M,,,W2,,,2016,236
2016-09-11,07:06:31,1075658,1047,Mon,98,5,0,0,Non-Juv,F,,,O,,,2016,255
2016-09-09,07:06:33,1074757,1047,Mar,95,1,0,0,Non-Juv,F,,,E1,,,2016,253
2016-08-29,07:06:38,1070627,1047,Mar,95,1,0,0,A,F,,,O,,,2016,242
2016-09-08,07:06:38,1074461,1047,Mar,95,2,0,0,,FC,,,W2,,,2016,252
2016-09-11,07:06:38,1075658,1047,Mon,98,1,0,0,J,,,,O,,,2016,255
2016-09-09,07:06:42,1074757,1047,Mar,95,3,0,0,Non-Juv,M,,,E1,,,2016,253
2016-09-08,07:06:43,1074461,1047,MonPalHen,1102,1,0,0,,FC,,,W2,,,2016,252
2016-08-23,07:06:45,1067960,1047,MonPalHen,1102,1,0,0,Non-Juv,,,,E1,,,2016,236
2016-09-16,07:06:47,1079657,1047,Mar,95,1,0,0,Non-Juv,M,,,E2,,,2016,260
2016-09-16,07:06:49,1079656,1048,HB,86,1,0,0,,,,,E1,,,2016,260
2016-09-09,07:06:51,1074757,1047,MonPalHen,1102,2,0,0,,,,,E1,,,2016,253
2016-09-09,07:06:53,1074705,1048,Mar,95,1,0,0,,FC,,,W1,,,2016,253
2016-08-25,07:06:54,1068721,1048,MonPalHen,1102,1,0,0,,,,,O,,,2016,238
2016-08-19,07:06:57,1066949,1047,SHOT,-2,1,0,0,,,,,O,,,2016,232
2016-09-16,07:06:58,1079656,1048,HB_JUV,-91,1,0,0,,,,,E1,,,2016,260
2016-09-11,07:07:04,1075658,1047,Mar,95,1,0,0,A,M,,,E1,,,2016,255
2016-08-29,07:07:13,1070408,1048,MonPalHen,1102,2,0,0,,FC,,,O,,,2016,242
2016-09-11,07:07:19,1075645,1048,MonPalHen,1102,2,0,0,,,,,E3,,,2016,255
2016-08-29,07:07:21,1070408,1048,MonPalHen,1102,1,0,0,,,,,O,,,2016,242
2016-09-09,07:07:28,1074757,1047,Mon,98,1,0,0,Non-Juv,M,,,E1,,,2016,253
2016-08-30,07:07:31,1070666,1047,HB,86,1239,0,0,,,,,E2,,,2016,243
2016-09-20,07:07:31,1080076,1047,Mar,95,1,0,0,Non-Juv,M,,,E1,,,2016,264
2016-09-08,07:07:33,1074302,1048,MonPalHen,1102,1,0,0,,,,,W3,,,2016,252
2016-08-27,07:07:38,1069554,1048,Mon,98,1,0,0,I,M,,,W1,,,2016,240
2016-09-09,07:07:38,1074757,1047,Mar,95,1,0,0,Non-Juv,FC,,,E1,,,2016,253
2016-08-30,07:07:39,1070666,1047,HB,86,153,0,0,,,,,E3,,,2016,243
2016-09-03,07:07:40,1072001,1048,Mar,95,2,0,0,,,,,W2,,,2016,247
2016-09-11,07:07:40,1075658,1047,Mar,95,1,0,0,Non-Juv,M,,,W1,,,2016,255
2016-09-20,07:07:46,1080076,1047,Mar,95,2,0,0,Non-Juv,F,,,E1,,,2016,264
2016-09-22,07:07:48,1080876,1048,Mar,95,1,0,0,A,M,,,W1,,,2016,266
2016-09-20,07:07:55,1080076,1047,Mar,95,1,0,0,J,,,,E1,,,2016,264
2016-09-11,07:07:58,1075658,1047,Mon,98,3,0,0,Non-Juv,F,,,O,,,2016,255
2016-09-08,07:08:00,1074461,1047,BootedE,592,1,0,0,Non-Juv,,D,,E2,,,2016,252
2016-09-14,07:08:00,1080238,1048,BlaKite,88,58,0,0,,,,,E2,,,2016,258
2016-09-12,07:08:03,1076147,1047,Mar,95,3,0,0,,FC,,,W3,,,2016,256
2016-08-30,07:08:05,1070666,1047,MonPalHen,1102,2,0,0,,,,,E3,,,2016,243
2016-09-11,07:08:06,1075658,1047,Mon,98,2,0,0,A,M,,,O,,,2016,255
2016-09-12,07:08:13,1076147,1047,MonPalHen,1102,4,0,0,,,,,W3,,,2016,256
2016-09-11,07:08:14,1075658,1047,Mon,98,2,0,0,J,,,,O,,,2016,255
2016-08-26,07:08:30,1069095,1048,HB,86,2,0,0,,,,,E3,,,2016,239
2016-09-08,07:08:30,1074461,1047,BlaKite,88,1,0,0,,,,,E2,,,2016,252
2016-09-10,07:08:31,1075732,1047,Mon,98,1,0,0,Non-Juv,F,,,W1,,,2016,254
2016-09-09,07:08:38,1074757,1047,Mar,95,1,0,0,Non-Juv,M,,,E2,,,2016,253
2016-09-20,07:08:41,1080076,1047,Mar,95,1,0,0,J,,,,W2,,,2016,264
2016-09-05,07:08:44,1072804,1047,HB,86,8,0,0,,,,,E1,,,2016,249
2016-09-10,07:08:51,1075732,1047,Mon,98,2,0,0,J,,,,W1,,,2016,254
2016-09-05,07:08:52,1072804,1047,HB_AD,-90,8,0,0,,,,,E1,,,2016,249
2016-09-26,07:09:00,1083638,1047,Mar,95,1,0,0,Non-Juv,M,,,E3,,,2016,270
2016-09-12,07:09:02,1076147,1047,BootedE,592,1,0,0,,,L,,W3,,,2016,256
2016-09-13,07:09:13,1076557,1047,Mar,95,1,0,0,Non-Juv,F,,,W2,,,2016,257
