"date","timestamp","telpost","speciesname","speciesid","count","countback","local","location","age","sex","plumage","counttype","migtype","remark","yday","year"
"2012-08-21","16:36:00","2","HB",86,210,"","","E2","","","","","","",234,2012
"2012-08-21","16:48:00","2","BlaStork",31,1,"","","O","juv","","","","","",234,2012
"2012-08-21","16:56:00","2","HB",86,155,"","","E2","","","","","","",234,2012
"2012-08-21","16:56:00","2","BlackKite",88,1,"","","E1","","","","","","",234,2012
"2012-08-21","17:11:00","2","HB",86,91,"","","E3","","","","","","",234,2012
"2012-08-21","17:14:00","2","HB",86,16,"","","E3","","","","","","",234,2012
"2012-08-21","17:19:00","2","BlackKite",88,3,"","","E3","","","","","","",234,2012
"2012-08-21","17:19:00","2","HB",86,117,"","","E3","","","","","","",234,2012
"2012-08-21","17:28:00","2","HB",86,3,"","","E2","","","","","","",234,2012
"2012-08-21","17:35:00","2","HB",86,16,"","","E2","","","","","","",234,2012
"2012-08-21","17:40:00","2","HB",86,43,"","","E3","","","","","","",234,2012
"2012-08-21","17:44:00","2","Mon",98,1,"","","O","juv","","","","","",234,2012
"2012-08-21","17:51:00","2","HB",86,2,"","","E3","","","","","","",234,2012
"2012-08-21","18:03:00","2","BootedE",592,1,"","","E1","nonjuv","","l","","","",234,2012
"2012-08-21","18:05:00","2","HB",86,1,"","","E3","","","","","","",234,2012
